;cal_pre_call_number;cal_call_number;cal_eta;cal_etd;cal_rta;cal_rtd;cal_conveyance_registration;callsign;countrycode;cnvname;cal_carrier;cal_place_code;cal_last_place_code;cal_next_place_code
4589;391096;190549.0;43533,20833;43533,5;43533,22297;43533,52273;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4590;391095;190429.0;43519,20833;43519,5;43519,22778;43519,52569;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4591;391106;190982.0;43580,22917;43580,70833;43580,24792;43580,73101;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4592;391105;190844.0;43566,35417;43566,70833;43566,36737;43566,72917;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4593;391098;190793.0;43561,16667;43561,48958;43561,1875;43561,50556;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4594;391094;190307.0;43505,25;43505,52083;43505,26222;43505,53819;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4595;391104;190712.0;43552,27083;43552,72917;43552,28403;43552,74583;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4596;391102;190473.0;43525,11806;43525,51042;43525,13333;43525,53264;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4597;391099;190932.0;43575,16667;43576,27083;43575,18264;43576,29861;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4598;391097;190669.0;43547,27083;43547,52431;43547,28351;43547,54167;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4599;391101;190348.0;43510,27083;43510,72917;43510,28403;43510,74722;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4600;391088;190627.0;43542,47917;43544,53125;43542,49236;43544,54792;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4601;391090;190882.0;43570,15972;43571,6875;43570,17361;43571,70972;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4602;391091;191029.0;43584,3125;43585,6875;43584,3275;43585,71557;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4603;391089;190746.0;43556,22917;43557,69792;43556,24306;43557,71736;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4604;391087;190514.0;43528,77083;43529,77083;43528,78333;43529,78819;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4605;391085;190274.0;43501,75;43502,47917;43501,76282;43502,49792;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4606;391086;190380.0;43514,27083;43515,77083;43514,28681;43515,79837;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
4607;391072;190643.0;43545,16667;43545,53472;43545,1803;43545,54903;9354404.0;9HA4065;MT;AMELIE BORCHARD;MARMEDSA;FRMRS;ESBCN;ITGOA
4608;391047;190434.0;43519,53472;43520,07292;43519,54306;43520,10824;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;MACAS;MACAS
4609;391046;190354.0;43511,13889;43512,79167;43511,15516;43512,81667;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;MACAS;MACAS
4610;391045;190428.0;43518,8125;43520,40625;43518,83472;43520,43125;8420426.0;3EBE3;PA;CAP CAMARAT;CMACGM;FRMRS;DZMOS;DZSKI
4611;391044;190339.0;43509,31944;43511,83333;43509,33691;43511,85903;8420426.0;3EBE3;PA;CAP CAMARAT;CMACGM;FRMRS;DZMOS;DZSKI
4612;391043;190324.0;43507,29861;43508,75694;43507,30069;43508,77778;9129586.0;MGTT6;GB;MONT VENTOUX;CMACGM;FRMRS;TNTUN;TNTUN
4613;391036;190349.0;43510,45833;43511,45833;43510,47855;43511,47466;9301926.0;9VEK9;SG;LUCIE SCHULTE;CMACGM;FRMRS;ITGOA;ESBCN
4614;391010;190091.0;43477,8125;43480,01042;43477,83285;43480,03542;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;FRMRS;TNRDS
4615;390909;190097.0;43478,60417;43478,78472;43478,62757;43478,80233;9185396.0;TSMT;TN;CARTHAGE;WORMS;FRMRS;TNLGN;TNLGN
4616;390975;190183.0;43489,35417;43489,82292;43489,35228;43489,85168;9504607.0;V7CR2;MH;BANAK;CMACGM;FRMRS;ITGOA;ESBCN
4617;390939;190290.0;43503,64931;43504,79167;43503,66319;43504,81389;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;MACAS;MACAS
4618;390907;;43491,375;43491,45833;;;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;DZALG;TNLGN
4619;390858;190157.0;43485,5625;43486,53819;43485,57694;43486,55556;9378929.0;d5t05;LR;ATLANTIC MERCHANT;CMACGM;FRMRS;DZGHZ;ESBCN
4620;390817;190310.0;43505,61806;43507,80556;43505,63009;43507,82292;8912388.0;LXNR;LU;MARFRET NIOLON;NAVIMED;FRMRS;ITGOA;DZALG
4621;390816;190223.0;43494,85417;43495,6875;43494,87826;43495,70139;8912388.0;LXNR;LU;MARFRET NIOLON;NAVIMED;FRMRS;DZALG;ITGOA
4622;390815;190455.0;43522,55556;43523,57292;43522,57292;43523,61806;9685085.0;7THU;DZ;TITTERI;NAVIMED;FRMRS;ITSPE;DZBJA
4623;390813;190347.0;43510,22222;43510,74306;43510,23494;43510,76949;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4624;390809;190330.0;43508,22222;43508,74306;43508,23816;43508,75823;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4625;390811;190334.0;43509,21528;43509,74306;43509,21588;43509,75427;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4626;390806;190316.0;43506,26389;43506,74306;43506,27508;43506,75564;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4627;390808;190323.0;43507,23958;43507,75;43507,25567;43507,77708;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4628;390804;190305.0;43505,22222;43505,73958;43505,23043;43505,75007;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4629;390802;190293.0;43504,22569;43504,74306;43504,23847;43504,75545;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4630;390799;190280.0;43502,3125;43502,75;43502,32545;43502,77648;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4631;390801;190287.0;43503,22222;43503,73958;43503,23449;43503,753;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4632;390798;190270.0;43501,21528;43501,90625;43501,22917;43501,90985;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4633;390797;190265.0;43500,23958;43500,74306;43500,252;43500,76063;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4634;390793;190244.0;43497,21875;43497,8125;43497,23389;43497,82675;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4635;390795;190261.0;43499,26042;43499,73958;43499,29167;43499,75833;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4636;390794;190255.0;43498,22569;43498,73958;43498,23963;43498,75309;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4637;390773;190078.0;43476,17708;43478,11111;43476,19097;43478,13194;9347798.0;V2CB9;AG;JSP SKIRNER;CMACGM;FRMRS;ITGOA;ESBCN
4638;390775;190084.0;43476,75;43477,89583;43476,76528;43477,90203;9327578.0;DCTW2;DE;BENEDIKT;CMACGM;FRMRS;ESVLC;ESBCN
4639;390774;190077.0;43476,20139;43478,77083;43476,1875;43478,79167;9683477.0;D5RA8;LR;CONTSHIP CUB;CMACGM;FRMRS;DZORN;ESBCN
4640;390772;190085.0;43476,875;43478,29167;43476,88993;43478,30579;9235385.0;V2PY4;AG;JANINA;CMACGM;FRMRS;ESBCN;DZALG
4641;390672;190113.0;43481,19792;43481,5;43481,21237;43481,52014;9440100.0;9HA2406;MT;NEPTUNE ILIAD;PROMARMED;FRMRS;ITCVV;FRSET
4642;390661;190538.0;43532,16667;43532,55208;43532,18403;43532,56112;9354454.0;DDSW2;DE;JOANNA BORCHARD;MARMEDSA;FRMRS;ESBCN;ITGOA
4643;390660;190291.0;43504,125;43505,20486;43504,12245;43505,22014;9275036.0;A8DG7;LR;BOMAR JULIANA;CMACGM;FRMRS;ITGOA;ESBCN
4644;390658;190288.0;43503,33333;43503,77083;43503,33819;43503,79306;9129586.0;MGTT6;GB;MONT VENTOUX;CMACGM;FRMRS;TNLGN;
4645;390656;190257.0;43498,625;43499,0625;43498,63323;43499,09598;9129586.0;MGTT6;GB;MONT VENTOUX;CMACGM;FRMRS;TNTUN;TNTUN
4646;390654;190214.0;43493,67361;43494,75;43493,68618;43494,76837;9129586.0;MGTT6;GB;MONT VENTOUX;CMACGM;FRMRS;TNLGN;
4647;390650;190252.0;43497,79861;43498,40278;43497,81615;43498,42508;9301457.0;A8FZ6;LR;HSL NIKE;CMACGM;FRMRS;ITGOA;ESBCN
4648;390645;190301.0;43504,68056;43505,57292;43504,70175;43505,60417;8030283.0;BAOM;BS;AVIVA;SUARDIAZ;FRMRS;ESBCN;DZALG
4649;390626;190123.0;43481,86111;43482,74306;43481,88333;43482,76319;8030283.0;BAOM;BS;AVIVA;SUARDIAZ;FRMRS;ESBCN;DZALG
4650;390447;190057.0;43473,21528;43473,73958;43473,22905;43473,75569;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4651;390402;190049.0;43472,10417;43472,71875;43472,11944;43472,7355;9188934.0;9HVF9;MT;EMONA;NAVIMED;FRMRS;DZORN;DZALG
4652;390370;190309.0;43505,36667;43506,45833;43505,37219;43506,46932;9578957.0;ICQO;IT;JOLLY DIAMANTE;MESSINA;FRMRS;ESCAS;ITGOA
4653;390354;190029.0;43469,71528;43470,77083;43469,72532;43470,77693;9326990.0;CQHL;PT;ANALENA;CMACGM;FRMRS;ESBCN;DZALG
4654;390353;190021.0;43469,25;43470,54167;43469,26825;43470,55139;9160920.0;V2RC;AG;FAS DAMMAM;CMACGM;FRMRS;ITGOA;ESBCN
4655;390324;;43502,25;43502,70833;;;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
4656;390326;190404.0;43516,73611;43517,00694;43516,75556;43517,03125;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
4657;390327;190476.0;43525,23264;43525,57292;43525,57292;43525,60208;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
4658;390325;190342.0;43509,49653;43512,58333;43509,51458;43512,61667;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
4659;390320;190242.0;43497,20833;43498,5625;43497,23188;43498,58709;9398527.0;EAYU;ES;SUPERFAST BALEARE;WORMS;FRMRS;TNRDS;TNRDS
4660;390322;190355.0;43511,16667;43511,67361;43511,18056;43511,69762;9398527.0;EAYU;ES;SUPERFAST BALEARE;WORMS;FRMRS;TNRDS;TNRDS
4661;390323;190422.0;43518,25;43519,5;43518,26528;43519,52083;9398527.0;EAYU;ES;SUPERFAST BALEARE;WORMS;FRMRS;TNRDS;TNRDS
4662;390321;190297.0;43504,28125;43505,60069;43504,30606;43505,62708;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
4663;390317;190379.0;43514,25;43514,76042;43514,26736;43514,77083;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
4664;390318;190452.0;43522,20833;43522,5625;43522,22613;43522,57014;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
4665;390315;190272.0;43501,5;43502,79167;43501,51507;43502,79238;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
4666;390316;190326.0;43507,47639;43508,5;43507,47361;43508,53333;9398527.0;EAYU;ES;SUPERFAST BALEARE;WORMS;FRMRS;TNRDS;TNRDS
4667;388317;183650.0;43464,23958;43464,75;43464,25016;43464,75;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4668;388336;183645.0;43463,22917;43463,73958;43463,23873;43463,7489;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4669;390232;190045.0;43471,5;43472,5;43471,51927;43472,51124;9378929.0;d5t05;LR;ATLANTIC MERCHANT;CMACGM;FRMRS;DZGHZ;ESBCN
4670;390190;190034.0;43470,41667;43470,76042;43470,41736;43470,76993;9451719.0;ZDJO7;GI;MONZA EXPRESS;PROMARMED;FRMRS;TRGEM;ESBCN
4671;388316;183630.0;43462,22222;43462,74306;43462,24791;43462,77568;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4672;390184;183642.0;43462,70833;43464,41667;43462,72662;43464,43056;9550345.0;3EZG;PA;STELLAR WAKAMATSU;CMACGM;FRMRS;ESVLC;ESBCN
4673;390032;190074.0;43475,41667;43475,83333;43475,43611;43475,85417;9286786.0;CQIT6;PT;AS Petronia;MARFRET;FRMRS;ITGOA;ESBCN
4674;390181;190231.0;43495,47222;43495,64583;43495,48888;43495,65228;9185396.0;TSMT;TN;CARTHAGE;CORSICALINEA;FRMRS;TNLGN;TNLGN
4675;390177;190068.0;43474,625;43475,10417;43474,64583;43475,15282;9598579.0;TSNC;TN;TANIT;CORSICALINEA;FRMRS;TNLGN;TNLGN
4676;390179;190120.0;43481,38194;43481,64931;43481,39583;43481,65291;9185396.0;TSMT;TN;CARTHAGE;CORSICALINEA;FRMRS;TNLGN;TNLGN
4677;390176;190047.0;43471,76042;43471,875;43471,775;43471,91319;9598579.0;TSNC;TN;TANIT;CORSICALINEA;FRMRS;TNLGN;TNLGN
4678;390180;190177.0;43488,42708;43488,62153;43488,43953;43488,62876;9185396.0;TSMT;TN;CARTHAGE;CORSICALINEA;FRMRS;TNLGN;TNLGN
4679;390178;;43478,35417;43478,625;;;9185396.0;TSMT;TN;CARTHAGE;CORSICALINEA;FRMRS;TNLGN;TNLGN
4680;390173;183662.0;43465,22917;43465,73611;43465,23981;43465,74612;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4681;390174;190013.0;43468,45833;43468,61458;43468,47152;43468,62361;9185396.0;TSMT;TN;CARTHAGE;CORSICALINEA;FRMRS;TNLGN;TNLGN
4682;390138;190405.0;43516,96181;43517,60417;43516,97222;43517,62014;9354454.0;DDSW2;DE;JOANNA BORCHARD;MARMEDSA;FRMRS;ESBCN;ITGOA
4683;390136;190388.0;43515,42014;43515,8125;43515,43661;43515,82361;9436202.0;V2QE9;AG;MIRIAM BORCHARD;MARMEDSA;FRMRS;ESBCN;ITGOA
4684;390135;190505.0;43528,15278;43528,55208;43528,17391;43528,55912;9436202.0;V2QE9;AG;MIRIAM BORCHARD;MARMEDSA;FRMRS;ITSAL;ESBCN
4685;390137;190493.0;43526,625;43527,46875;43526,64097;43527,47639;9436197.0;V2QE6;AG;SUSAN BORCHARD.;MARMEDSA;FRMRS;ESBCN;ITGOA
4686;390134;190409.0;43517,20486;43517,89583;43517,21931;43517,9375;9436197.0;V2QE6;AG;SUSAN BORCHARD.;MARMEDSA;FRMRS;ITSAL;ESBCN
4687;390139;190472.0;43524,84722;43525,34375;43524,86041;43525,37847;9354404.0;9HA4065;MT;AMELIE BORCHARD;MARMEDSA;FRMRS;ESBCN;ITGOA
4688;388335;183626.0;43461,21875;43461,74306;43461,233;43461,75406;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4689;390126;190219.0;43494,3125;43494,52083;43494,32292;43494,53836;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;TNLGN;DZALG
4690;390131;190240.0;43496,8125;43498,41667;43496,82337;43498,42515;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;DZALG;TNLGN
4691;390130;190237.0;43496,22917;43496,74306;43496,24449;43496,7515;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4692;390127;190225.0;43495,21528;43495,76736;43495,22884;43495,79583;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4693;390129;190216.0;43494,22222;43494,74306;43494,23692;43494,75417;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4694;390125;190208.0;43493,20833;43493,73958;43493,22106;43493,77083;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4695;390124;190203.0;43492,26389;43492,76042;43492,27711;43492,77175;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4696;390120;190196.0;43491,21528;43491,74306;43491,21201;43491,7608;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4697;390115;190187.0;43490,22569;43490,77083;43490,23709;43490,78681;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4698;390113;190194.0;43490,75694;43491,47222;43490,7806;43491,49306;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;DZALG;TNLGN
4699;390104;190168.0;43487,30208;43487,77083;43487,31534;43487,78977;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;TNLGN;DZALG
4700;390103;190160.0;43486,21875;43486,75;43486,2402;43486,77395;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4701;390106;190167.0;43487,21528;43487,73958;43487,23264;43487,74941;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4702;390111;190182.0;43489,23958;43489,73958;43489,26389;43489,7509;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4703;390107;190174.0;43488,21528;43488,75;43488,23819;43488,76999;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4704;390094;190126.0;43482,22222;43482,75;43482,24147;43482,77389;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4705;390099;190146.0;43484,22569;43484,73958;43484,23785;43484,74656;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4706;390095;190132.0;43483,21528;43483,74306;43483,23056;43483,75492;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4707;390098;190129.0;43482,55903;43484,40625;43482,57378;43484,41806;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;DZALG;TNLGN
4708;390100;190154.0;43485,25694;43485,73958;43485,27076;43485,75;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4709;390092;183637.0;43462,45833;43463,44792;43462,47747;43463,47506;9683477.0;D5RA8;LR;CONTSHIP CUB;CMACGM;FRMRS;;
4710;390091;183636.0;43462,375;43464,09375;43462,36806;43464,10073;9327578.0;DCTW2;DE;BENEDIKT;CMACGM;FRMRS;ESBCN;DZALG
4711;388315;183612.0;43460,22222;43460,74306;43460,22985;43460,75361;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4712;390042;190184.0;43489,38542;43489,8125;43489,38331;43489,831;9129586.0;MGTT6;GB;MONT VENTOUX;CMACGM;FRMRS;TNLGN;
4713;390041;190199.0;43492,22222;43494,80208;43492,24028;43494,81806;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;MACAS;MACAS
4714;390040;190263.0;43500,1875;43500,59722;43500,20833;43500,62899;8420426.0;3EBE3;PA;CAP CAMARAT;CMACGM;FRMRS;DZSKI;DZMOS
4715;390039;190139.0;43483,45833;43483,83333;43483,47253;43483,85058;8420426.0;3EBE3;PA;CAP CAMARAT;CMACGM;FRMRS;DZMOS;DZSKI
4716;390033;190128.0;43482,41667;43483,13889;43482,43403;43483,15448;9440306.0;CQBX;PT;GH MELTEMI;MARFRET;FRMRS;ITGOA;ESBCN
4717;390021;190108.0;43480,3125;43480,74653;43480,32431;43480,7592;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4718;390022;190115.0;43481,21528;43481,73958;43481,23223;43481,75052;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4719;390020;190107.0;43480,29167;43480,51389;43480,30308;43480,52222;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;TNLGN;DZALG
4720;390013;190080.0;43476,22569;43476,74653;43476,23958;43476,75042;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4721;390018;190095.0;43478,26389;43478,74653;43478,2869;43478,76389;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4722;390019;190100.0;43479,26042;43479,91667;43479,27272;43479,93468;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4723;390015;190087.0;43477,21528;43477,74653;43477,23194;43477,76337;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4724;390012;190076.0;43475,81597;43477,40625;43475,82843;43477,42142;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;DZALG;TNLGN
4725;390010;190062.0;43474,20833;43474,75;43474,2333;43474,77847;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4726;388334;183608.0;43459,22222;43459,74653;43459,23554;43459,75252;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4727;390005;190051.0;43472,22569;43472,75;43472,23869;43472,77395;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4728;390007;190072.0;43475,27083;43475,73958;43475,28904;43475,75556;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4729;390006;190055.0;43472,66667;43473,52083;43472,68005;43473,53472;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;TNLGN;DZALG
4730;390002;190037.0;43471,23611;43471,73958;43471,24998;43471,75304;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4731;389999;190033.0;43470,22569;43470,74306;43470,23659;43470,76253;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4732;390000;190026.0;43469,58333;43470,375;43469,58859;43470,38507;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;DZALG;TNLGN
4733;389995;190018.0;43469,21875;43469,73958;43469,23416;43469,75417;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4734;389994;190012.0;43468,22569;43468,74306;43468,2398;43468,7515;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4735;389990;190002.0;43466,27083;43466,74306;43466,28353;43466,75147;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4736;389991;190005.0;43467,22917;43467,74306;43467,24097;43467,75611;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4737;388314;183605.0;43458,22569;43458,73264;43458,24036;43458,74653;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4738;388333;183595.0;43457,23958;43457,75;43457,2574;43457,75512;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4739;388313;183587.0;43456,22569;43456,74306;43456,23958;43456,7589;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4740;389917;190112.0;43481,16667;43481,77083;43481,18339;43481,78819;9398527.0;EAYU;ES;SUPERFAST BALEARE;WORMS;FRMRS;TNRDS;TNRDS
4741;389916;190065.0;43474,31597;43477,375;43474,33333;43477,404;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
4742;389918;190172.0;43488,20833;43488,63542;43488,22222;43488,65192;9398527.0;EAYU;ES;SUPERFAST BALEARE;WORMS;FRMRS;TNRDS;TNRDS
4743;389920;;43476,25;43477,54167;;;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
4744;389919;190224.0;43495,1875;43495,72917;43495,18282;43495,75556;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
4745;389921;190136.0;43483,25694;43484,48958;43483,30486;43484,50694;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
4746;389922;190192.0;43490,52083;43491,55208;43490,55417;43491,57509;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
4747;389913;190164.0;43486,45833;43486,80208;43486,47222;43486,81736;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
4748;389914;190211.0;43493,34375;43493,79167;43493,35694;43493,81389;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
4749;389912;190104.0;43479,71528;43480,52083;43479,73612;43480,53611;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
4750;389894;183624.0;43461,20833;43461,91667;43461,20132;43461,93889;9306718.0;9HZV7;MT;NEPTUNE THELISIS;PROMARMED;FRMRS;ITCVV;FRSET
4751;388332;183572.0;43455,21528;43455,76389;43455,21977;43455,77331;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
4752;389863;190101.0;43479,26042;43480,79167;43479,27896;43480,80103;9393230.0;9HYQ9;DZ;GOURAYA;NAVIMED;FRMRS;ITSPE;DZALG
4753;388312;183566.0;43454,21181;43454,75;43454,23473;43454,78103;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
4754;389830;;43504,20833;43505,79167;;;9252864.0;V2CO4;AG;MARINA;CMACGM;FRMRS;ITGOA;DZALG
