;dep;sexe;jour;hosp;rea;rad;dc
53711;28;2;2020-09-11;2;0;293;70
53712;29;0;2020-09-11;11;3;204;44
53713;29;1;2020-09-11;5;2;113;28
53714;29;2;2020-09-11;6;1;88;16
53715;2A;0;2020-09-11;6;1;151;48
53716;2A;1;2020-09-11;4;1;66;27
53717;2A;2;2020-09-11;2;0;85;21
53718;2B;0;2020-09-11;8;2;122;11
53719;2B;1;2020-09-11;5;2;68;6
53720;2B;2;2020-09-11;3;0;54;5
53721;30;0;2020-09-11;24;6;401;100
53722;30;1;2020-09-11;14;4;206;52
53723;30;2;2020-09-11;10;2;195;48
53724;31;0;2020-09-11;65;10;802;88
53725;31;1;2020-09-11;35;8;455;52
53726;31;2;2020-09-11;30;2;346;36
53727;32;0;2020-09-11;6;1;90;24
53728;32;1;2020-09-11;5;1;48;15
53729;32;2;2020-09-11;1;0;41;9
53730;33;0;2020-09-11;100;27;1099;171
53731;33;1;2020-09-11;61;18;550;86
53732;33;2;2020-09-11;36;9;544;85
53733;34;0;2020-09-11;70;19;831;130
53734;34;1;2020-09-11;36;11;435;76
53735;34;2;2020-09-11;32;7;391;54
53736;35;0;2020-09-11;53;3;524;89
53737;35;1;2020-09-11;32;2;289;46
53738;35;2;2020-09-11;21;1;233;43
53739;36;0;2020-09-11;3;1;198;82
53740;36;1;2020-09-11;2;1;89;43
53741;36;2;2020-09-11;1;0;108;39
53742;37;0;2020-09-11;13;5;386;94
53743;37;1;2020-09-11;7;3;174;61
53744;37;2;2020-09-11;6;2;211;33
53745;38;0;2020-09-11;49;7;784;153
53746;38;1;2020-09-11;26;4;380;88
53747;38;2;2020-09-11;22;3;395;65
53748;39;0;2020-09-11;2;0;330;60
53749;39;1;2020-09-11;1;0;145;30
53750;39;2;2020-09-11;1;0;184;30
53751;40;0;2020-09-11;1;0;80;13
53752;40;1;2020-09-11;1;0;45;7
53753;40;2;2020-09-11;0;0;35;6
53754;41;0;2020-09-11;5;0;344;66
53755;41;1;2020-09-11;3;0;174;37
53756;41;2;2020-09-11;2;0;169;29
53757;42;0;2020-09-11;62;6;1042;249
53758;42;1;2020-09-11;36;6;540;169
53759;42;2;2020-09-11;25;0;502;80
53760;43;0;2020-09-11;2;1;108;18
53761;43;1;2020-09-11;1;1;43;11
53762;43;2;2020-09-11;1;0;65;7
53763;44;0;2020-09-11;23;4;792;172
53764;44;1;2020-09-11;16;2;405;104
53765;44;2;2020-09-11;7;2;386;68
53766;45;0;2020-09-11;26;5;688;106
53767;45;1;2020-09-11;19;5;349;67
53768;45;2;2020-09-11;7;0;337;39
53769;46;0;2020-09-11;0;0;72;22
53770;46;1;2020-09-11;0;0;36;10
53771;46;2;2020-09-11;0;0;36;12
53772;47;0;2020-09-11;13;4;94;13
53773;47;1;2020-09-11;8;2;47;10
53774;47;2;2020-09-11;5;2;47;3
53775;48;0;2020-09-11;3;0;27;1
53776;48;1;2020-09-11;2;0;14;1
53777;48;2;2020-09-11;1;0;13;0
53778;49;0;2020-09-11;31;8;699;146
53779;49;1;2020-09-11;12;4;347;92
53780;49;2;2020-09-11;18;4;351;54
53781;50;0;2020-09-11;12;2;180;50
53782;50;1;2020-09-11;6;2;94;24
53783;50;2;2020-09-11;6;0;84;26
53784;51;0;2020-09-11;30;3;1072;276
53785;51;1;2020-09-11;14;1;518;159
53786;51;2;2020-09-11;16;2;547;115
53787;52;0;2020-09-11;7;0;274;90
53788;52;1;2020-09-11;3;0;133;43
53789;52;2;2020-09-11;4;0;138;47
53790;53;0;2020-09-11;9;0;255;48
53791;53;1;2020-09-11;6;0;121;29
53792;53;2;2020-09-11;2;0;132;19
53793;54;0;2020-09-11;41;1;1304;371
53794;54;1;2020-09-11;16;1;635;218
53795;54;2;2020-09-11;25;0;661;152
53796;55;0;2020-09-11;1;0;505;103
53797;55;1;2020-09-11;1;0;251;57
53798;55;2;2020-09-11;0;0;254;46
53799;56;0;2020-09-11;29;1;453;96
53800;56;1;2020-09-11;14;1;242;60
53801;56;2;2020-09-11;15;0;210;36
53802;57;0;2020-09-11;57;0;2638;866
53803;57;1;2020-09-11;34;0;1323;491
53804;57;2;2020-09-11;23;0;1306;370
53805;58;0;2020-09-11;4;0;100;28
53806;58;1;2020-09-11;2;0;35;16
53807;58;2;2020-09-11;2;0;65;12
53808;59;0;2020-09-11;130;21;2822;691
53809;59;1;2020-09-11;63;14;1391;372
53810;59;2;2020-09-11;65;6;1423;315
53811;60;0;2020-09-11;115;4;1244;422
53812;60;1;2020-09-11;57;2;604;240
53813;60;2;2020-09-11;57;2;637;182
53814;61;0;2020-09-11;9;1;264;44
53815;61;1;2020-09-11;6;0;108;29
53816;61;2;2020-09-11;3;1;154;15
53817;62;0;2020-09-11;87;12;1489;325
53818;62;1;2020-09-11;47;9;716;178
53819;62;2;2020-09-11;38;3;762;146
53820;63;0;2020-09-11;22;3;195;45
53821;63;1;2020-09-11;16;3;102;27
53822;63;2;2020-09-11;6;0;93;18
53823;64;0;2020-09-11;12;2;242;28
53824;64;1;2020-09-11;6;2;125;20
53825;64;2;2020-09-11;6;0;116;8
53826;65;0;2020-09-11;7;0;167;27
53827;65;1;2020-09-11;5;0;78;14
53828;65;2;2020-09-11;2;0;89;13
53829;66;0;2020-09-11;11;2;291;36
53830;66;1;2020-09-11;8;1;130;17
53831;66;2;2020-09-11;3;1;161;19
53832;67;0;2020-09-11;48;7;2817;701
53833;67;1;2020-09-11;20;5;1496;403
53834;67;2;2020-09-11;27;2;1310;297
53835;68;0;2020-09-11;57;6;3174;836
53836;68;1;2020-09-11;30;5;1661;504
53837;68;2;2020-09-11;26;1;1500;326
53838;69;0;2020-09-11;247;36;3373;681
53839;69;1;2020-09-11;128;23;1623;376
53840;69;2;2020-09-11;116;12;1712;294
53841;70;0;2020-09-11;2;0;309;77
53842;70;1;2020-09-11;2;0;163;51
53843;70;2;2020-09-11;0;0;145;26
53844;71;0;2020-09-11;13;1;801;202
53845;71;1;2020-09-11;9;1;356;108
53846;71;2;2020-09-11;4;0;443;94
53847;72;0;2020-09-11;21;1;451;91
53848;72;1;2020-09-11;11;1;221;50
53849;72;2;2020-09-11;10;0;230;41
53850;73;0;2020-09-11;14;5;438;75
53851;73;1;2020-09-11;5;3;197;41
53852;73;2;2020-09-11;9;2;241;34
53853;74;0;2020-09-11;32;2;958;174
53854;74;1;2020-09-11;23;1;511;111
53855;74;2;2020-09-11;9;1;441;63
53856;75;0;2020-09-11;335;53;6747;1824
53857;75;1;2020-09-11;154;34;3769;1144
53858;75;2;2020-09-11;178;18;2938;671
53859;76;0;2020-09-11;53;8;860;185
53860;76;1;2020-09-11;28;5;421;109
53861;76;2;2020-09-11;23;3;437;75
53862;77;0;2020-09-11;139;19;2914;718
53863;77;1;2020-09-11;83;12;1604;432
53864;77;2;2020-09-11;55;7;1299;286
53865;78;0;2020-09-11;238;15;2536;550
53866;78;1;2020-09-11;124;11;1324;327
53867;78;2;2020-09-11;114;4;1205;222
53868;79;0;2020-09-11;1;0;73;22
53869;79;1;2020-09-11;1;0;38;11
53870;79;2;2020-09-11;0;0;35;11
53871;80;0;2020-09-11;36;1;769;236
53872;80;1;2020-09-11;15;0;371;138
53873;80;2;2020-09-11;21;1;389;98
53874;81;0;2020-09-11;8;3;137;23
53875;81;1;2020-09-11;5;3;67;9
53876;81;2;2020-09-11;3;0;70;14
53877;82;0;2020-09-11;5;1;49;7
53878;82;1;2020-09-11;5;1;28;7
53879;82;2;2020-09-11;0;0;21;0
53880;83;0;2020-09-11;50;3;1114;148
53881;83;1;2020-09-11;28;2;621;81
53882;83;2;2020-09-11;20;1;490;66
53883;84;0;2020-09-11;44;5;292;48
53884;84;1;2020-09-11;28;4;155;36
53885;84;2;2020-09-11;16;1;137;12
53886;85;0;2020-09-11;8;2;288;44
53887;85;1;2020-09-11;3;1;153;28
53888;85;2;2020-09-11;4;1;134;16
53889;86;0;2020-09-11;4;1;155;40
53890;86;1;2020-09-11;3;0;85;23
53891;86;2;2020-09-11;1;1;70;17
53892;87;0;2020-09-11;7;1;139;27
53893;87;1;2020-09-11;4;1;65;14
53894;87;2;2020-09-11;3;0;73;13
53895;88;0;2020-09-11;12;0;755;267
53896;88;1;2020-09-11;5;0;378;154
53897;88;2;2020-09-11;7;0;376;113
53898;89;0;2020-09-11;8;1;419;95
53899;89;1;2020-09-11;4;1;208;51
53900;89;2;2020-09-11;4;0;210;43
53901;90;0;2020-09-11;5;1;569;200
53902;90;1;2020-09-11;1;1;309;112
53903;90;2;2020-09-11;4;0;260;88
53904;91;0;2020-09-11;221;15;2611;559
53905;91;1;2020-09-11;100;9;1390;313
53906;91;2;2020-09-11;113;6;1207;243
53907;92;0;2020-09-11;537;41;4868;1120
53908;92;1;2020-09-11;285;35;2640;650
53909;92;2;2020-09-11;250;6;2215;466
53910;93;0;2020-09-11;396;37;4292;1033
53911;93;1;2020-09-11;222;28;2342;628
53912;93;2;2020-09-11;172;9;1928;401
53913;94;0;2020-09-11;303;13;4696;1245
53914;94;1;2020-09-11;154;10;2405;721
53915;94;2;2020-09-11;148;3;2257;511
53916;95;0;2020-09-11;214;13;2845;735
53917;95;1;2020-09-11;98;9;1610;457
53918;95;2;2020-09-11;116;4;1227;278
53919;971;0;2020-09-11;56;19;149;33
53920;971;1;2020-09-11;39;12;85;20
53921;971;2;2020-09-11;17;7;64;13
53922;972;0;2020-09-11;12;4;115;18
53923;972;1;2020-09-11;5;1;63;14
53924;972;2;2020-09-11;7;3;52;4
53925;973;0;2020-09-11;46;7;1628;59
53926;973;1;2020-09-11;19;4;679;41
53927;973;2;2020-09-11;27;3;947;18
53928;974;0;2020-09-11;78;12;282;15
53929;974;1;2020-09-11;39;4;151;6
53930;974;2;2020-09-11;38;8;130;9
53931;976;0;2020-09-11;3;0;450;28
53932;976;1;2020-09-11;2;0;209;18
53933;976;2;2020-09-11;1;0;235;10
53934;01;0;2020-09-12;30;1;468;109
53935;01;1;2020-09-12;16;1;238;63
53936;01;2;2020-09-12;14;0;228;46
53937;02;0;2020-09-12;39;2;1141;288
53938;02;1;2020-09-12;26;1;508;174
53939;02;2;2020-09-12;13;1;631;112
53940;03;0;2020-09-12;8;1;214;41
53941;03;1;2020-09-12;4;0;90;22
53942;03;2;2020-09-12;4;1;123;19
53943;04;0;2020-09-12;2;0;147;15
53944;04;1;2020-09-12;0;0;64;11
53945;04;2;2020-09-12;2;0;83;4
53946;05;0;2020-09-12;5;2;146;20
53947;05;1;2020-09-12;4;2;76;9
53948;05;2;2020-09-12;1;0;70;11
53949;06;0;2020-09-12;98;15;981;206
53950;06;1;2020-09-12;49;8;493;108
53951;06;2;2020-09-12;48;7;472;96
53952;07;0;2020-09-12;16;1;449;117
53953;07;1;2020-09-12;7;1;221;82
53954;07;2;2020-09-12;9;0;226;34
53955;08;0;2020-09-12;6;0;222;60
53956;08;1;2020-09-12;5;0;103;37
53957;08;2;2020-09-12;1;0;117;22
53958;09;0;2020-09-12;4;0;34;2
53959;09;1;2020-09-12;1;0;16;2
53960;09;2;2020-09-12;3;0;18;0
53961;10;0;2020-09-12;12;0;661;137
53962;10;1;2020-09-12;7;0;346;88
53963;10;2;2020-09-12;5;0;312;49
53964;11;0;2020-09-12;5;1;244;59
53965;11;1;2020-09-12;3;1;130;42
53966;11;2;2020-09-12;2;0;114;17
53967;12;0;2020-09-12;8;0;158;24
53968;12;1;2020-09-12;6;0;72;15
53969;12;2;2020-09-12;2;0;86;9
53970;13;0;2020-09-12;377;98;4281;604
53971;13;1;2020-09-12;230;71;2188;343
53972;13;2;2020-09-12;144;27;2050;260
53973;14;0;2020-09-12;14;3;359;84
53974;14;1;2020-09-12;7;2;170;58
53975;14;2;2020-09-12;7;1;189;26
53976;15;0;2020-09-12;11;2;54;10
53977;15;1;2020-09-12;7;1;30;7
53978;15;2;2020-09-12;4;1;24;3
53979;16;0;2020-09-12;3;0;63;13
53980;16;1;2020-09-12;3;0;39;8
53981;16;2;2020-09-12;0;0;22;5
53982;17;0;2020-09-12;5;1;157;51
53983;17;1;2020-09-12;4;1;88;33
53984;17;2;2020-09-12;1;0;69;18
53985;18;0;2020-09-12;20;1;210;86
53986;18;1;2020-09-12;9;1;103;42
53987;18;2;2020-09-12;11;0;106;44
53988;19;0;2020-09-12;8;2;161;37
53989;19;1;2020-09-12;7;1;86;28
53990;19;2;2020-09-12;1;1;75;9
53991;21;0;2020-09-12;6;3;964;252
53992;21;1;2020-09-12;5;3;441;144
53993;21;2;2020-09-12;1;0;519;108
53994;22;0;2020-09-12;5;0;240;40
53995;22;1;2020-09-12;3;0;111;24
53996;22;2;2020-09-12;2;0;129;16
53997;23;0;2020-09-12;2;0;86;15
53998;23;1;2020-09-12;0;0;49;8
53999;23;2;2020-09-12;2;0;37;7
54000;24;0;2020-09-12;4;1;100;14
54001;24;1;2020-09-12;1;1;56;7
54002;24;2;2020-09-12;3;0;44;7
54003;25;0;2020-09-12;6;2;645;153
54004;25;1;2020-09-12;3;1;331;87
54005;25;2;2020-09-12;3;1;314;65
54006;26;0;2020-09-12;9;2;551;129
54007;26;1;2020-09-12;4;1;295;79
54008;26;2;2020-09-12;5;1;256;50
54009;27;0;2020-09-12;25;0;275;86
54010;27;1;2020-09-12;12;0;128;42
54011;27;2;2020-09-12;13;0;146;44
54012;28;0;2020-09-12;9;1;611;146
54013;28;1;2020-09-12;3;0;301;74
54014;28;2;2020-09-12;3;0;293;70
54015;29;0;2020-09-12;13;4;203;44
54016;29;1;2020-09-12;7;3;112;28
54017;29;2;2020-09-12;6;1;88;16
54018;2A;0;2020-09-12;6;1;151;48
54019;2A;1;2020-09-12;4;1;66;27
54020;2A;2;2020-09-12;2;0;85;21
54021;2B;0;2020-09-12;8;2;122;11
54022;2B;1;2020-09-12;5;2;68;6
54023;2B;2;2020-09-12;3;0;54;5
54024;30;0;2020-09-12;29;6;401;100
54025;30;1;2020-09-12;16;4;206;52
54026;30;2;2020-09-12;13;2;195;48
54027;31;0;2020-09-12;67;11;802;88
54028;31;1;2020-09-12;35;8;455;52
54029;31;2;2020-09-12;32;3;346;36
54030;32;0;2020-09-12;9;1;90;24
54031;32;1;2020-09-12;6;1;48;15
54032;32;2;2020-09-12;3;0;41;9
54033;33;0;2020-09-12;104;27;1099;171
54034;33;1;2020-09-12;61;18;550;86
54035;33;2;2020-09-12;40;9;544;85
54036;34;0;2020-09-12;66;19;836;131
54037;34;1;2020-09-12;35;11;438;76
54038;34;2;2020-09-12;29;7;393;55
54039;35;0;2020-09-12;57;3;525;89
54040;35;1;2020-09-12;32;2;290;46
54041;35;2;2020-09-12;25;1;233;43
54042;36;0;2020-09-12;3;1;198;82
54043;36;1;2020-09-12;2;1;89;43
54044;36;2;2020-09-12;1;0;108;39
54045;37;0;2020-09-12;13;5;386;94
54046;37;1;2020-09-12;7;3;174;61
54047;37;2;2020-09-12;6;2;211;33
54048;38;0;2020-09-12;49;7;785;153
54049;38;1;2020-09-12;27;4;380;88
54050;38;2;2020-09-12;21;3;396;65
54051;39;0;2020-09-12;2;0;330;60
54052;39;1;2020-09-12;1;0;145;30
54053;39;2;2020-09-12;1;0;184;30
54054;40;0;2020-09-12;1;0;80;13
54055;40;1;2020-09-12;1;0;45;7
54056;40;2;2020-09-12;0;0;35;6
54057;41;0;2020-09-12;6;0;343;66
54058;41;1;2020-09-12;4;0;174;37
54059;41;2;2020-09-12;2;0;168;29
54060;42;0;2020-09-12;74;6;1043;249
54061;42;1;2020-09-12;43;6;540;169
54062;42;2;2020-09-12;30;0;503;80
54063;43;0;2020-09-12;2;1;108;18
54064;43;1;2020-09-12;1;1;43;11
54065;43;2;2020-09-12;1;0;65;7
54066;44;0;2020-09-12;23;4;792;172
54067;44;1;2020-09-12;16;2;405;104
54068;44;2;2020-09-12;7;2;386;68
54069;45;0;2020-09-12;29;6;688;106
54070;45;1;2020-09-12;21;6;349;67
54071;45;2;2020-09-12;8;0;337;39
54072;46;0;2020-09-12;0;0;72;22
54073;46;1;2020-09-12;0;0;36;10
54074;46;2;2020-09-12;0;0;36;12
54075;47;0;2020-09-12;13;4;94;13
54076;47;1;2020-09-12;8;2;47;10
54077;47;2;2020-09-12;5;2;47;3
54078;48;0;2020-09-12;3;0;27;1
54079;48;1;2020-09-12;2;0;14;1
54080;48;2;2020-09-12;1;0;13;0
54081;49;0;2020-09-12;31;9;699;146
54082;49;1;2020-09-12;12;4;347;92
54083;49;2;2020-09-12;18;5;351;54
54084;50;0;2020-09-12;13;2;180;50
54085;50;1;2020-09-12;6;2;94;24
54086;50;2;2020-09-12;7;0;84;26
54087;51;0;2020-09-12;30;3;1072;276
54088;51;1;2020-09-12;14;1;518;159
54089;51;2;2020-09-12;16;2;547;115
54090;52;0;2020-09-12;7;0;274;90
54091;52;1;2020-09-12;3;0;133;43
54092;52;2;2020-09-12;4;0;138;47
54093;53;0;2020-09-12;10;0;255;48
54094;53;1;2020-09-12;7;0;121;29
54095;53;2;2020-09-12;2;0;132;19
54096;54;0;2020-09-12;40;1;1306;371
54097;54;1;2020-09-12;16;1;635;218
54098;54;2;2020-09-12;24;0;663;152
54099;55;0;2020-09-12;1;0;505;103
54100;55;1;2020-09-12;1;0;251;57
54101;55;2;2020-09-12;0;0;254;46
54102;56;0;2020-09-12;29;1;453;96
54103;56;1;2020-09-12;14;1;242;60
54104;56;2;2020-09-12;15;0;210;36
54105;57;0;2020-09-12;51;0;2645;866
54106;57;1;2020-09-12;32;0;1325;491
54107;57;2;2020-09-12;19;0;1311;370
54108;58;0;2020-09-12;4;0;100;28
54109;58;1;2020-09-12;2;0;35;16
54110;58;2;2020-09-12;2;0;65;12
54111;59;0;2020-09-12;130;21;2823;691
54112;59;1;2020-09-12;64;14;1391;372
54113;59;2;2020-09-12;64;6;1424;315
54114;60;0;2020-09-12;116;3;1244;422
54115;60;1;2020-09-12;57;2;604;240
54116;60;2;2020-09-12;58;1;637;182
54117;61;0;2020-09-12;9;1;264;44
54118;61;1;2020-09-12;6;0;108;29
54119;61;2;2020-09-12;3;1;154;15
54120;62;0;2020-09-12;91;13;1491;325
54121;62;1;2020-09-12;49;10;718;178
54122;62;2;2020-09-12;39;3;762;146
54123;63;0;2020-09-12;22;3;195;45
54124;63;1;2020-09-12;16;3;102;27
54125;63;2;2020-09-12;6;0;93;18
54126;64;0;2020-09-12;12;2;243;28
54127;64;1;2020-09-12;6;2;125;20
54128;64;2;2020-09-12;6;0;117;8
54129;65;0;2020-09-12;7;0;167;27
54130;65;1;2020-09-12;5;0;78;14
54131;65;2;2020-09-12;2;0;89;13
54132;66;0;2020-09-12;11;2;293;36
54133;66;1;2020-09-12;7;1;132;17
54134;66;2;2020-09-12;4;1;161;19
54135;67;0;2020-09-12;48;7;2817;701
54136;67;1;2020-09-12;20;5;1496;403
54137;67;2;2020-09-12;27;2;1310;297
54138;68;0;2020-09-12;54;6;3179;836
54139;68;1;2020-09-12;28;5;1664;504
54140;68;2;2020-09-12;25;1;1502;326
54141;69;0;2020-09-12;256;38;3380;683
54142;69;1;2020-09-12;134;25;1627;377
54143;69;2;2020-09-12;119;12;1715;295
54144;70;0;2020-09-12;2;0;309;77
54145;70;1;2020-09-12;2;0;163;51
54146;70;2;2020-09-12;0;0;145;26
54147;71;0;2020-09-12;15;1;802;202
54148;71;1;2020-09-12;8;1;357;108
54149;71;2;2020-09-12;7;0;443;94
54150;72;0;2020-09-12;21;1;451;91
54151;72;1;2020-09-12;11;1;221;50
54152;72;2;2020-09-12;10;0;230;41
54153;73;0;2020-09-12;16;6;438;75
54154;73;1;2020-09-12;6;4;197;41
54155;73;2;2020-09-12;10;2;241;34
54156;74;0;2020-09-12;29;2;961;174
54157;74;1;2020-09-12;21;1;513;111
54158;74;2;2020-09-12;8;1;442;63
54159;75;0;2020-09-12;333;54;6762;1825
54160;75;1;2020-09-12;156;35;3777;1144
54161;75;2;2020-09-12;174;18;2945;672
54162;76;0;2020-09-12;54;8;860;185
54163;76;1;2020-09-12;29;5;421;109
54164;76;2;2020-09-12;23;3;437;75
54165;77;0;2020-09-12;123;17;2930;719
54166;77;1;2020-09-12;75;12;1611;433
54167;77;2;2020-09-12;46;5;1308;286
54168;78;0;2020-09-12;239;16;2537;550
54169;78;1;2020-09-12;124;11;1325;327
54170;78;2;2020-09-12;115;5;1205;222
54171;79;0;2020-09-12;1;0;73;22
54172;79;1;2020-09-12;1;0;38;11
54173;79;2;2020-09-12;0;0;35;11
54174;80;0;2020-09-12;33;2;770;236
54175;80;1;2020-09-12;13;0;372;138
54176;80;2;2020-09-12;20;2;389;98
54177;81;0;2020-09-12;8;3;137;23
54178;81;1;2020-09-12;5;3;67;9
54179;81;2;2020-09-12;3;0;70;14
54180;82;0;2020-09-12;5;1;49;7
54181;82;1;2020-09-12;5;1;28;7
54182;82;2;2020-09-12;0;0;21;0
54183;83;0;2020-09-12;55;4;1114;150
54184;83;1;2020-09-12;29;2;622;81
54185;83;2;2020-09-12;24;2;489;67
54186;84;0;2020-09-12;43;5;300;48
54187;84;1;2020-09-12;26;4;158;36
54188;84;2;2020-09-12;17;1;142;12
54189;85;0;2020-09-12;8;2;288;44
54190;85;1;2020-09-12;3;1;153;28
54191;85;2;2020-09-12;4;1;134;16
54192;86;0;2020-09-12;3;1;156;40
54193;86;1;2020-09-12;2;0;86;23
54194;86;2;2020-09-12;1;1;70;17
54195;87;0;2020-09-12;9;2;140;27
54196;87;1;2020-09-12;6;2;65;14
54197;87;2;2020-09-12;3;0;74;13
54198;88;0;2020-09-12;12;0;755;267
54199;88;1;2020-09-12;5;0;378;154
54200;88;2;2020-09-12;7;0;376;113
54201;89;0;2020-09-12;8;1;419;95
54202;89;1;2020-09-12;4;1;208;51
54203;89;2;2020-09-12;4;0;210;43
54204;90;0;2020-09-12;5;1;569;200
54205;90;1;2020-09-12;1;1;309;112
54206;90;2;2020-09-12;4;0;260;88
54207;91;0;2020-09-12;223;16;2613;559
54208;91;1;2020-09-12;101;10;1392;313
54209;91;2;2020-09-12;114;6;1207;243
54210;92;0;2020-09-12;531;41;4882;1121
54211;92;1;2020-09-12;280;34;2649;651
54212;92;2;2020-09-12;248;6;2220;466
54213;93;0;2020-09-12;413;41;4302;1035
54214;93;1;2020-09-12;230;30;2348;630
54215;93;2;2020-09-12;181;11;1932;401
54216;94;0;2020-09-12;301;14;4702;1246
54217;94;1;2020-09-12;154;10;2408;722
54218;94;2;2020-09-12;146;4;2260;511
54219;95;0;2020-09-12;218;13;2846;735
54220;95;1;2020-09-12;101;9;1611;457
54221;95;2;2020-09-12;117;4;1227;278
54222;971;0;2020-09-12;64;20;155;33
54223;971;1;2020-09-12;40;12;90;20
54224;971;2;2020-09-12;24;8;65;13
54225;972;0;2020-09-12;12;4;115;18
54226;972;1;2020-09-12;5;1;63;14
54227;972;2;2020-09-12;7;3;52;4
54228;973;0;2020-09-12;38;7;1637;59
54229;973;1;2020-09-12;14;4;684;41
54230;973;2;2020-09-12;24;3;951;18
54231;974;0;2020-09-12;65;13;297;15
54232;974;1;2020-09-12;30;5;160;6
54233;974;2;2020-09-12;34;8;136;9
54234;976;0;2020-09-12;3;0;450;28
54235;976;1;2020-09-12;2;0;209;18
54236;976;2;2020-09-12;1;0;235;10
54237;01;0;2020-09-13;30;1;468;109
54238;01;1;2020-09-13;16;1;238;63
54239;01;2;2020-09-13;14;0;228;46
54240;02;0;2020-09-13;39;2;1141;288
54241;02;1;2020-09-13;26;1;508;174
54242;02;2;2020-09-13;13;1;631;112
54243;03;0;2020-09-13;10;2;215;41
54244;03;1;2020-09-13;6;1;91;22
54245;03;2;2020-09-13;4;1;123;19
54246;04;0;2020-09-13;2;0;149;15
54247;04;1;2020-09-13;0;0;64;11
54248;04;2;2020-09-13;2;0;85;4
54249;05;0;2020-09-13;6;2;146;20
54250;05;1;2020-09-13;5;2;76;9
54251;05;2;2020-09-13;1;0;70;11
54252;06;0;2020-09-13;99;13;984;206
54253;06;1;2020-09-13;51;8;494;108
54254;06;2;2020-09-13;47;5;474;96
54255;07;0;2020-09-13;16;1;449;117
54256;07;1;2020-09-13;7;1;221;82
54257;07;2;2020-09-13;9;0;226;34
54258;08;0;2020-09-13;5;0;224;60
54259;08;1;2020-09-13;4;0;105;37
54260;08;2;2020-09-13;1;0;117;22
54261;09;0;2020-09-13;4;0;34;2
54262;09;1;2020-09-13;1;0;16;2
54263;09;2;2020-09-13;3;0;18;0
54264;10;0;2020-09-13;12;0;661;137
54265;10;1;2020-09-13;7;0;346;88
54266;10;2;2020-09-13;5;0;312;49
54267;11;0;2020-09-13;5;1;244;59
54268;11;1;2020-09-13;3;1;130;42
54269;11;2;2020-09-13;2;0;114;17
54270;12;0;2020-09-13;8;0;158;24
54271;12;1;2020-09-13;6;0;72;15
54272;12;2;2020-09-13;2;0;86;9
54273;13;0;2020-09-13;374;99;4287;605
54274;13;1;2020-09-13;226;71;2192;344
54275;13;2;2020-09-13;145;28;2052;260
54276;14;0;2020-09-13;14;3;360;84
54277;14;1;2020-09-13;7;2;170;58
54278;14;2;2020-09-13;7;1;190;26
54279;15;0;2020-09-13;10;2;54;11
54280;15;1;2020-09-13;6;1;30;8
54281;15;2;2020-09-13;4;1;24;3
54282;16;0;2020-09-13;3;0;63;13
54283;16;1;2020-09-13;3;0;39;8
54284;16;2;2020-09-13;0;0;22;5
54285;17;0;2020-09-13;5;1;157;51
54286;17;1;2020-09-13;4;1;88;33
54287;17;2;2020-09-13;1;0;69;18
54288;18;0;2020-09-13;21;1;210;86
54289;18;1;2020-09-13;9;1;103;42
54290;18;2;2020-09-13;12;0;106;44
54291;19;0;2020-09-13;8;2;161;37
54292;19;1;2020-09-13;7;1;86;28
54293;19;2;2020-09-13;1;1;75;9
54294;21;0;2020-09-13;6;3;964;252
54295;21;1;2020-09-13;5;3;441;144
54296;21;2;2020-09-13;1;0;519;108
54297;22;0;2020-09-13;5;0;240;40
54298;22;1;2020-09-13;3;0;111;24
54299;22;2;2020-09-13;2;0;129;16
54300;23;0;2020-09-13;2;0;86;15
54301;23;1;2020-09-13;0;0;49;8
54302;23;2;2020-09-13;2;0;37;7
54303;24;0;2020-09-13;4;1;100;14
54304;24;1;2020-09-13;1;1;56;7
54305;24;2;2020-09-13;3;0;44;7
54306;25;0;2020-09-13;6;2;645;153
54307;25;1;2020-09-13;3;1;331;87
54308;25;2;2020-09-13;3;1;314;65
54309;26;0;2020-09-13;9;2;551;129
54310;26;1;2020-09-13;4;1;295;79
54311;26;2;2020-09-13;5;1;256;50
54312;27;0;2020-09-13;25;0;275;86
54313;27;1;2020-09-13;12;0;128;42
54314;27;2;2020-09-13;13;0;146;44
54315;28;0;2020-09-13;9;1;611;146
54316;28;1;2020-09-13;3;0;301;74
54317;28;2;2020-09-13;3;0;293;70
54318;29;0;2020-09-13;13;4;203;44
54319;29;1;2020-09-13;7;3;112;28
54320;29;2;2020-09-13;6;1;88;16
54321;2A;0;2020-09-13;6;1;151;48
54322;2A;1;2020-09-13;4;1;66;27
54323;2A;2;2020-09-13;2;0;85;21
54324;2B;0;2020-09-13;12;2;122;12
54325;2B;1;2020-09-13;8;2;68;6
54326;2B;2;2020-09-13;4;0;54;6
54327;30;0;2020-09-13;29;6;401;100
54328;30;1;2020-09-13;16;4;206;52
54329;30;2;2020-09-13;13;2;195;48
54330;31;0;2020-09-13;68;12;802;88
54331;31;1;2020-09-13;36;9;455;52
54332;31;2;2020-09-13;32;3;346;36
54333;32;0;2020-09-13;10;1;91;24
54334;32;1;2020-09-13;6;1;49;15
54335;32;2;2020-09-13;4;0;41;9
54336;33;0;2020-09-13;111;26;1104;172
54337;33;1;2020-09-13;66;17;552;86
54338;33;2;2020-09-13;41;9;547;86
54339;34;0;2020-09-13;73;18;836;131
