,CODE,Port,Country,latitude,longitude
3339,CNCAN,GUANGZHOU,CHINA,23.1,113.23333333333333
3340,CNCGO,ZHENGZHOU,CHINA,,
3341,CNCGQ,CHANGCHUN,CHINA,,
3342,CNCGS,CHENGHAI LAIWU,CHINA,,
3343,CNCGU,CHANGSHU,CHINA,,
3344,CNCHE,CHENGAO,CHINA,,
3345,CNCHG,CHENGHAI,CHINA,,
3346,CNCHN,CHANG'AN,CHINA,,
3347,CNCHO,CHANG ON,CHINA,,
3348,CNCKG,CHONGQING,CHINA,,
3349,CNCLJ,CHENGLINGJI,CHINA,,
3350,CNCNH,CONGHUA,CHINA,,
3351,CNCOZ,CHAOZHOU,CHINA,,
3352,CNCPG,CHANGPING,CHINA,,
3353,CNCSX,CHANGSHA,CHINA,,
3354,CNCTU,CHENGDU,CHINA,,
3355,CNCWN,CHIWAN,CHINA,,
3356,CNCYG,CHAOYANG,CHINA,,
3357,CNCZX,CHANGZHOU,CHINA,,
3358,CNDAA,DAGANG,CHINA,,
3359,CNDAN,DAAN,CHINA,,
3360,CNDAT,DATONG,CHINA,,
3361,CNDDG,DANDONG,CHINA,,
3362,CNDGG,DONGGUAN,CHINA,,
3363,CNDJT,DONGJIAOTOU,CHINA,,
3364,CNDKG,DONGKENG,CHINA,,
3365,CNDLC,DALIAN,CHINA,38.916666666666664,121.66666666666667
3366,CNDNB,DIANBAI,CHINA,,
3367,CNDNS,DANSHUI,CHINA,,
3368,CNDNZ,DANZAO,CHINA,,
3369,CNDOG,DONGGANG,CHINA,,
3370,CNDON,DONGNING,CHINA,,
3371,CNDOU,DOUMEN,CHINA,,
3372,CNDOX,DONGXING,CHINA,,
3373,CNDQG,DAQING,CHINA,,
3374,CNDSN,DONGSHAN,CHINA,,
3375,CNDTG,DATIAN,CHINA,,
3376,CNDXG,DALIANXINGANG,CHINA,,
3377,CNENP,ENPING,CHINA,,
3378,CNFAN,FANGCHENG,CHINA,,
3379,CNFEN,FENGGANG,CHINA,,
3380,CNFGG,FENGGUANG,CHINA,,
3381,CNFOC,FUZHOU,CHINA,26.05,119.3
3382,CNFOS,FOSHAN,CHINA,,
3383,CNFSN,FUSHUN,CHINA,,
3384,CNFUG,FUQING,CHINA,,
3385,CNFUJ,FUJIN,CHINA,,
3386,CNFUT,FUTIAN,CHINA,,
3387,CNFUX,FUXIN,CHINA,,
3388,CNFUY,FUYUAN,CHINA,,
3389,CNFYG,FUYONG,CHINA,,
3390,CNGAO,GAOGANG,CHINA,,
3391,CNGAY,GAOYAO,CHINA,,
3392,CNGBP,GONGBEI,CHINA,,
3393,CNGHI,GUANGHAI,CHINA,,
3394,CNGIR,GYIRONG,CHINA,,
3395,CNGNY,GUAN YAO,CHINA,,
3396,CNGOM,GAOMING,CHINA,,
3397,CNGQD,GANQMOD,CHINA,,
3398,CNGUG,GUIGANG,CHINA,,
3399,CNGUN,GUANLAN,CHINA,,
3400,CNHAF,HAIFENG,CHINA,,
3401,CNHAG,HAICHENG,CHINA,,
3402,CNHAI,HAIAN,CHINA,,
3403,CNHAK,HAIKOU,CHINA,20.016666666666666,110.26666666666667
3404,CNHCN,HUACHUAN,CHINA,,
3405,CNHEK,HEIHE,CHINA,,
3406,CNHET,HOHHOT,CHINA,,
3407,CNHFE,HEFEI,CHINA,,
3408,CNHGH,HANGZHOU,CHINA,,
3409,CNHKM,HEKOU,CHINA,,
3410,CNHKN,HAIKANG,CHINA,,
3411,CNHLD,HAILAR,CHINA,,
3412,CNHME,HAIMEN,CHINA,,
3413,CNHMN,HUMEN,CHINA,,
3414,CNHNG,HENGGANG,CHINA,,
3415,CNHNK,HANKOU,CHINA,,
3416,CNHNY,HENGYANG,CHINA,,
3417,CNHRB,HARBIN,CHINA,,
3418,CNHRS,HORGOS,CHINA,,
3419,CNHSC,SHAOGUAN,CHINA,,
3420,CNHSH,HUANGSHAN,CHINA,,
3421,CNHSI,HUANGSHI,CHINA,,
3422,CNHSN,HESHAN,CHINA,,
3423,CNHST,HEISHANTOU,CHINA,,
3424,CNHSZ,HONGSHANZUI,CHINA,,
3425,CNHUA,HUANGPU,CHINA,,
3426,CNHUC,HUNCHUN,CHINA,,
3427,CNHUD,HUA DU,CHINA,,
3428,CNHUG,HUANGGANG,CHINA,,
3429,CNHUI,HUIZHOU,CHINA,,
3430,CNHUL,HULIN,CHINA,,
3431,CNHUM,HUMA,CHINA,,
3432,CNHZH,HUZHOU,CHINA,,
3433,CNJAY,JIAYIN,CHINA,,
3434,CNJDZ,JINGDEZHEN,CHINA,,
3435,CNJEM,JEMINAY,CHINA,,
3436,CNJHA,JINHUA,CHINA,,
3437,CNJHG,JINGHONG,CHINA,,
3438,CNJIA,JIANGYIN,CHINA,,
3439,CNJIG,JIADING,CHINA,,
3440,CNJII,JINING,CHINA,,
3441,CNJIL,JILIN,CHINA,,
3442,CNJIS,JIANGSHAN,CHINA,,
3443,CNJIU,JIUJIANG,CHINA,,
3444,CNJIX,JIAXING,CHINA,,
3445,CNJIZ,JIAZI,CHINA,,
3446,CNJMN,JIANGMEN,CHINA,,
3447,CNJMU,JIAMUSI,CHINA,,
3448,CNJNG,JINING,CHINA,,
3449,CNJNZ,JINZHOU,CHINA,,
3450,CNJSH,JINSHUIHE,CHINA,,
3451,CNJXI,JIEXI,CHINA,,
3452,CNJYG,JIEYANG,CHINA,,
3453,CNJZU,JIUZHOU,CHINA,,
3454,CNKAI,KAIKOU,CHINA,,
3455,CNKHG,KASHI,CHINA,,
3456,CNKHN,NANCHANG,CHINA,,
3457,CNKJP,KUNJIRAP,CHINA,,
3458,CNKMG,KUNMING,CHINA,,
3459,CNKNC,JI'AN,CHINA,,
3460,CNKST,KAISHANTUN,CHINA,,
3461,CNKUS,KUNSHAN,CHINA,,
3462,CNKWE,GUIYANG,CHINA,,
3463,CNKWL,GUILIN,CHINA,,
3464,CNLAI,LAIZHOU,CHINA,,
3465,CNLBU,LIAOBU,CHINA,,
3466,CNLGG,LONGGANG,CHINA,,
3467,CNLGH,LONGHUA,CHINA,,
3468,CNLHW,LANZHOU,CHINA,,
3469,CNLIH,LIANHUASHAN,CHINA,,
3470,CNLIN,LINJIANG,CHINA,,
3471,CNLKU,LONGKOU,CHINA,,
3472,CNLSH,LUSHUN,CHINA,,
3473,CNLSN,LANSHAN,CHINA,,
3474,CNLUB,LUOBEI,CHINA,,
3475,CNLWU,LAIWU,CHINA,,
3476,CNLXA,LHASA,CHINA,,
3477,CNLYA,LUOYANG,CHINA,,
3478,CNLYG,LIANYUNGANG,CHINA,34.733333333333334,119.45
3479,CNLYI,LINYI,CHINA,,
3480,CNLYM,LAOYEMIAO,CHINA,,
3481,CNLZH,LIUZHOU,CHINA,,
3482,CNMAA,MAANSHAN,CHINA,,
3483,CNMAW,MAWEI,CHINA,,
3484,CNMEZ,MEIZHOU,CHINA,,
3485,CNMHN,MOHAN,CHINA,,
3486,CNMIS,MISHAN,CHINA,,
3487,CNMLX,MANZHOULI,CHINA,,
3488,CNMMI,MAOMING,CHINA,,
3489,CNMOH,MOHE,CHINA,,
3490,CNMWN,MAWAN,CHINA,,
3491,CNMZS,MAZONGSHAN,CHINA,,
3492,CNNAH,NANHAI,CHINA,,
3493,CNNAN,NANAO,CHINA,,
3494,CNNAP,NANPING,CHINA,,
3495,CNNDG,QIQIHAR,CHINA,,
3496,CNNGB,NINGBO,CHINA,29.866666666666667,121.51666666666667
3497,CNNGG,NANGANG,CHINA,,
3498,CNNKG,NANJING,CHINA,,
3499,CNNNG,NANNING,CHINA,,
3500,CNNNY,NANYANG,CHINA,,
3501,CNNSA,NANSHA,CHINA,,
3502,CNNTG,NANTONG,CHINA,32.0,120.8
3503,CNNTU,NANTOU,CHINA,,
3504,CNPGW,PING WU,CHINA,,
3505,CNPIN,PINGXIANG,CHINA,,
3506,CNPND,PINGDI,CHINA,,
3507,CNPNG,PUNING,CHINA,,
3508,CNPNH,PINGHU,CHINA,,
3509,CNPNS,PINGSHAN,CHINA,,
3510,CNPNY,PANYU,CHINA,,
3511,CNPUT,PUTIAN,CHINA,,
3512,CNQIA,QIANXI,CHINA,,
3513,CNQIN,QINGXI,CHINA,,
3514,CNQLN,QINGLAN,CHINA,,
3515,CNQSA,QISHA,CHINA,,
3516,CNQYN,QINGYUAN,CHINA,,
3517,CNQZH,QINZHOU,CHINA,,
3518,CNQZJ,QUANZHOU,CHINA,,
3519,CNRIW,RIWO,CHINA,,
3520,CNRLC,ERENHOT,CHINA,,
3521,CNRNG,RONGCHENG,CHINA,,
3522,CNROH,RAOHE,CHINA,,
3523,CNROQ,RONGQI,CHINA,,
3524,CNRUI,RUILI,CHINA,,
3525,CNRZH,RIZHAO,CHINA,,
3526,CNSAH,SANHE,CHINA,,
3527,CNSBM,SAN BEIMAN,CHINA,,
3528,CNSBU,SANBU,CHINA,,
3529,CNSDG,SHUIDONG,CHINA,,
3530,CNSFE,SUIFENHE,CHINA,,
3531,CNSGG,SUIJIANG,CHINA,,
3532,CNSHA,SHANGHAI,CHINA,31.233333333333334,121.46666666666667
3533,CNSHD,SHIDAO,CHINA,,
3534,CNSHE,SHENYANG,CHINA,,
3535,CNSHG,SANSHAN,CHINA,,
3536,CNSHH,SHANHAIGUAN,CHINA,,
3537,CNSHJ,SHAJING,CHINA,,
3538,CNSHK,SHEKOU,CHINA,,
3539,CNSHO,SHAJIAO,CHINA,,
3540,CNSHP,QINHUANGDAO,CHINA,40.0,119.5
3541,CNSIA,XI AN,CHINA,,
3542,CNSIH,SIHUI,CHINA,,
3543,CNSJQ,SANSHUI,CHINA,,
3544,CNSJW,SHIJIAZHUANG,CHINA,,
3545,CNSKO,SHUIKOU,CHINA,,
3546,CNSNG,SONGJIANG,CHINA,,
3547,CNSON,SONGXIA,CHINA,,
3548,CNSSH,SANSHAN (NANHAI),CHINA,,
3549,CNSTB,SHITOUBU,CHINA,,
3550,CNSTJ,SHATOUJIAO,CHINA,,
3551,CNSUD,SHUNDE,CHINA,,
3552,CNSUW,SUNWU,CHINA,,
3553,CNSWA,SHANTOU,CHINA,23.333333333333332,116.75
3554,CNSWE,SHANWEI,CHINA,,
3555,CNSWI,SHIWEI,CHINA,,
3556,CNSWN,SHAWAN,CHINA,,
3557,CNSXG,SHAOXING,CHINA,,
3558,CNSXJ,SHANSHAN,CHINA,,
3559,CNSYM,SIMAO,CHINA,,
3560,CNSYN,SHIYAN,CHINA,,
3561,CNSYX,SANYA,CHINA,,
3562,CNSZH,SUZHOU,CHINA,,
3563,CNSZX,SHENZHEN,CHINA,,
3564,CNTAI,TAIAN,CHINA,,
3565,CNTAO,QINGDAO,CHINA,36.05,120.33333333333333
3566,CNTAP,TAIPING,CHINA,,
3567,CNTAS,TANGSHAN,CHINA,,
3568,CNTBO,TIANBAO,CHINA,,
3569,CNTGU,TANGGU,CHINA,,
3570,CNTKK,TAYKEXKIN,CHINA,,
3571,CNTME,TUMEN,CHINA,,
3572,CNTNA,JINAN,CHINA,,
3573,CNTOJ,TONGJIANG,CHINA,,
3574,CNTOL,TONGLING,CHINA,,
3575,CNTRT,TURUGART,CHINA,,
3576,CNTSH,TAISHAN,CHINA,,
3577,CNTSN,TIANJIN,CHINA,39.1,117.16666666666667
3578,CNTXA,TANGXIA,CHINA,,
3579,CNTXG,TIANJINXINGANG,CHINA,,
3580,CNTYN,TAIYUAN,CHINA,,
3581,CNULT,ULASTAI,CHINA,,
3582,CNURC,URUMQI,CHINA,,
3583,CNWAF,WAFANGDIAN,CHINA,,
3584,CNWAN,WANDING,CHINA,,
3585,CNWAZ,WANZAI,CHINA,,
3586,CNWEI,WEIHAI,CHINA,,
3587,CNWFG,WEIFANG,CHINA,,
3588,CNWGQ,WAIGAOQIAO,CHINA,,
3589,CNWHI,WUHU,CHINA,,
3590,CNWJD,WENJINDU,CHINA,,
3591,CNWNZ,WENZHOU,CHINA,,
3592,CNWUH,WUHAN,CHINA,,
3593,CNWUS,WUSONG,CHINA,,
3594,CNWUX,WUXI,CHINA,,
3595,CNWUZ,WUZHOU,CHINA,,
3596,CNWYS,WUYISHAN,CHINA,,
3597,CNXAB,XINFENG,CHINA,,
3598,CNXGZ,XIANGZHOU,CHINA,,
3599,CNXIN,XINHUI,CHINA,,
3600,CNXIQ,XIQIAO,CHINA,,
3601,CNXIS,XIAOSHAN,CHINA,,
3602,CNXIX,XI XIANG,CHINA,,
3603,CNXMN,XIAMEN,CHINA,24.45,118.03333333333333
3604,CNXNN,XINING,CHINA,,
3605,CNXUA,XIA HUA,CHINA,,
3606,CNXUK,XUNKE,CHINA,,
3607,CNXUZ,XUZHOU,CHINA,,
3608,CNXXN,XIXIANG,CHINA,,
3609,CNYIH,YINCHUAN,CHINA,,
3610,CNYIK,YINGKOU,CHINA,,
3611,CNYIN,YINING,CHINA,,
3612,CNYJI,YANGJIANG,CHINA,,
3613,CNYNF,YUNFU,CHINA,,
3614,CNYNJ,YANJI,CHINA,,
3615,CNYNT,YANTAI,CHINA,,
3616,CNYPG,YANGPU,CHINA,,
3617,CNYTN,YANTIAN,CHINA,,
3618,CNYUN,YUNCHENG,CHINA,,
3619,CNYYG,YOUYIGUAN,CHINA,,
3620,CNYZH,YANGZHOU,CHINA,,
3621,CNZEQ,ZHUENGADABUQI,CHINA,,
3622,CNZGU,ZHANGMUTOU,CHINA,,
3623,CNZHA,ZHANJIANG,CHINA,21.183333333333334,110.4
3624,CNZHE,ZHENJIANG,CHINA,,
3625,CNZHZ,ZHUOZHOU,CHINA,,
3626,CNZIB,ZIBO,CHINA,,
3627,CNZJG,ZHANGJIAGANG,CHINA,,
3628,CNZMU,ZHAM,CHINA,,
3629,CNZNG,ZENGCHENG,CHINA,,
3630,CNZOS,ZHOUSHAN,CHINA,,
3631,CNZQG,ZHAOQING,CHINA,,
3632,CNZSN,ZHONGSHAN,CHINA,,
3633,CNZUH,ZHUHAI,CHINA,,
3634,CNZZU,ZHANGZHOU,CHINA,,
3635,COADZ,SAN ANDRES ISLAND,COLOMBIA,,
3636,COAPO,APARTADO,COLOMBIA,,
3637,COAUC,ARAUCA,COLOMBIA,,
3638,COAXM,ARMENIA,COLOMBIA,,
3639,COBGA,BUCARAMANGA,COLOMBIA,,
3640,COBUN,BUENAVENTURA,COLOMBIA,3.8833333333333333,-77.08333333333333
3641,COCIE,CIENAGA,COLOMBIA,,
3642,COCLO,CALI,COLOMBIA,,
3643,COCRC,CARTAGO,COLOMBIA,,
3644,COCTG,CARTAGENA,COLOMBIA,10.433333333333334,-75.55
3645,COCUC,CUCUTA,COLOMBIA,,
3646,COCVE,COVENAS,COLOMBIA,,
3647,COEBG,EL BAGRE,COLOMBIA,,
3648,COEBQ,EL BOSQUE,COLOMBIA,,
3649,COIGO,CHIGORODO,COLOMBIA,,
3650,COLET,LETICIA,COLOMBIA,,
3651,COMAM,MAMONAL,COLOMBIA,,
3652,COMDE,MEDELLIN,COLOMBIA,,
3653,COMTR,MONTERIA,COLOMBIA,,
3654,COMZL,MANIZALES,COLOMBIA,,
3655,COPBE,PUERTO BERRIO,COLOMBIA,,
3656,COPBO,PUERTO BOLIVAR,COLOMBIA,12.266666666666667,-71.96666666666667
3657,COPCR,PUERTO CARRENO,COLOMBIA,,
3658,COPEI,PEREIRA,COLOMBIA,,
3659,COPOC,POZOS COLORADOS,COLOMBIA,,
3660,COPPN,POPAYAN,COLOMBIA,,
3661,COPPR,PUERTO PRODECO,COLOMBIA,,
3662,COPSO,PASTO,COLOMBIA,,
3663,COPUC,PUERTO COLOMBIA,COLOMBIA,,
3664,COPUU,PUERTO ASIS,COLOMBIA,,
3665,CORCH,RIOHACHA,COLOMBIA,,
3666,COSAV,SAVANILLA,COLOMBIA,,
3667,COSMR,SANTA MARTA,COLOMBIA,,
3668,COTCO,TUMACO,COLOMBIA,1.8166666666666667,-78.75
3669,COTLU,TOLU,COLOMBIA,,
3670,COTRB,TURBO,COLOMBIA,8.0,-76.83333333333333
3671,COUIB,QUIBDO,COLOMBIA,,
3672,COVUP,VALLEDUPAR,COLOMBIA,,
3673,CRAJU,ALAJUELA,COSTA RICA,,
3674,CRCAL,CALDERA,COSTA RICA,9.9,-84.71666666666667
3675,CRCAR,CARTAGO,COSTA RICA,,
3676,CRESP,ESPARTA,COSTA RICA,,
3677,CRGLF,GOLFITO,COSTA RICA,8.616666666666667,-83.16666666666667
3678,CRGMI,GRECIA,COSTA RICA,,
3679,CRHER,HEREDIA,COSTA RICA,,
3680,CRLIO,PUERTO LIMON,COSTA RICA,,
3681,CRLIR,LIBERIA,COSTA RICA,,
3682,CRLSL,LOS CHILES,COSTA RICA,,
3683,CRMOB,MOIN BAY (PUERTO LIM,COSTA RICA,,
3684,CRNCT,NICOYA,COSTA RICA,,
3685,CRPAS,PUNTARENAS,COSTA RICA,9.966666666666667,-84.83333333333333
3686,CRPMZ,PALMAR,COSTA RICA,,
3687,CRPUM,PUNTAMORALES,COSTA RICA,,
3688,CRSJO,SAN JOSE,COSTA RICA,,
3689,CRSOR,SAN RAMON,COSTA RICA,,
3690,CRXQP,QUEPOS (PUERTO QUEPO,COSTA RICA,9.416666666666666,-84.16666666666667
3691,CUANT,ANTILLA,CUBA,,
3692,CUBUF,BUFADERO,CUBA,,
3693,CUCAB,CABANAS,CUBA,,
3694,CUCAI,CAIBARIEN,CUBA,,
3695,CUCAR,CARDENAS,CUBA,,
3696,CUCAS,CASILDA,CUBA,,
3697,CUCEI,CEIBA HUECA,CUBA,,
3698,CUCFG,CIENFUEGOS,CUBA,,
3699,CUCMW,CAMAGUEY,CUBA,,
3700,CUGAO,GUANTANAMO-LOS CANOS,CUBA,,
3701,CUGER,NUEVA GERONA,CUBA,,
3702,CUGUB,GUANTANAMO BAY,CUBA,,
3703,CUGYB,GUAYABAL,CUBA,,
3704,CUHAV,HABANA,CUBA,23.15,-82.35
3705,CUHOG,HOLGUIN,CUBA,,
3706,CUICR,NICARO,CUBA,,
3707,CUIDS,ISABELA DE SAGUA,CUBA,,
3708,CUJUC,JUCARO,CUBA,,
3709,CUMAR,MARIEL,CUBA,,
3710,CUMEL,MEDIA LUNA,CUBA,,
3711,CUMNT,MANATI,CUBA,,
3712,CUMOA,MOA,CUBA,,
3713,CUMZO,MANZANILLO,CUBA,20.333333333333332,-77.2
3714,CUNBW,GUANTANAMO NAS APT,CUBA,,
3715,CUNIQ,NIQUERO,CUBA,,
3716,CUNVT,NUEVITAS,CUBA,21.55,-77.26666666666667
3717,CUPAS,PASTELILLO,CUBA,,
3718,CUPIL,PILON,CUBA,,
3719,CUPPA,PUERTO PADRE,CUBA,,
3720,CUPTA,PUERTO TARAFA,CUBA,,
3721,CUQCO,COLON,CUBA,,
3722,CUQMA,MATANZAS,CUBA,23.05,-81.56666666666666
3723,CURSL,RIO SAGUA LA GRANDE,CUBA,,
3724,CUSCS,SANTA CRUZ DEL SUR,CUBA,,
3725,CUSCU,SANTIAGO DE CUBA,CUBA,19.833333333333332,-75.86666666666666
3726,CUSDT,SAGUA DE TANAMO,CUBA,,
3727,CUSNU,SANTA CLARA,CUBA,,
3728,CUTAN,TANAMO,CUBA,,
3729,CUTDZ,TUNAS DE ZAZA,CUBA,,
3730,CUTND,TRINIDAD,CUBA,,
3731,CUVIT,VITA,CUBA,,
3732,CUVTU,LAS TUNAS,CUBA,,
3733,CVMIN,MINDELO,CAPE VERDE,,
3734,CVMMO,MAIO,CAPE VERDE,,
3735,CVMTI,MOSTEIROS,CAPE VERDE,,
3736,CVPAL,PALMEIRA,CAPE VERDE,,
3737,CVPGR,PORTO GRANDE,CAPE VERDE,16.883333333333333,-25.0
3738,CVPLM,PEDRA DE LUME,CAPE VERDE,,
3739,CVPOI,PORTO INGLES,CAPE VERDE,,
3740,CVPON,PORTO NOVO,CAPE VERDE,,
3741,CVPOP,PORTO PREGUICA,CAPE VERDE,,
3742,CVRAI,PRAIA,CAPE VERDE,,
3743,CVSAM,SANTA MARIA,CAPE VERDE,,
3744,CVSAR,SAL REI,CAPE VERDE,,
3745,CVSFL,SAO FILIPE,CAPE VERDE,,
3746,CVSID,SAL ISLAND,CAPE VERDE,,
3747,CVSNE,SAO NICOLAU,CAPE VERDE,,
3748,CVTAR,TARRAFAL,CAPE VERDE,,
3749,CVVXE,SAO VICENTE,CAPE VERDE,,
3750,CXFFC,FLYING FISH COVE,CHRISTMAS ISLAND,,
3751,CXXCH,CHRISTMAS ISLAND,CHRISTMAS ISLAND,,
3752,CYAKT,AKROTIRI,CYPRUS,34.56666666666667,33.03333333333333
3753,CYDHK,DHEKELIA,CYPRUS,,
3754,CYECN,ERCAN,CYPRUS,,
3755,CYEPK,EPISKOPI,CYPRUS,,
3756,CYFMG,FAMAGUSTA,CYPRUS,35.11666666666667,33.95
3757,CYKAL,KALECIK,CYPRUS,,
3758,CYKAR,KARAVOSTASSI,CYPRUS,,
3759,CYKYR,KYRENIA,CYPRUS,,
3760,CYLAT,LATCHI,CYPRUS,35.05,32.4
3761,CYLCA,LARNACA,CYPRUS,,
3762,CYLMS,LIMASSOL,CYPRUS,34.65,33.016666666666666
3763,CYMOI,MONI ANCHORAGE,CYPRUS,,
3764,CYMPB,MORPHOU BAY,CYPRUS,,
3765,CYNIC,NICOSIA,CYPRUS,,
3766,CYPFO,PAPHOS,CYPRUS,34.75,32.4
3767,CYVAS,VASSILIKO,CYPRUS,34.71666666666667,33.31666666666667
3768,CYZER,ZEROS,CYPRUS,,
3769,CYZYY,ZYYI,CYPRUS,,
3770,CZASA,AS,CZECH REPUBLIC,,
3771,CZBDA,BOZI DAR,CZECH REPUBLIC,,
3772,CZBNL,BRANDYS NAD LABEM,CZECH REPUBLIC,,
3773,CZBRE,BREZOVA,CZECH REPUBLIC,,
3774,CZBRM,BROUMOV,CZECH REPUBLIC,,
3775,CZBRQ,BRNO,CZECH REPUBLIC,,
3776,CZBVA,BRECLAV,CZECH REPUBLIC,,
3777,CZCCA,CINOVEC,CZECH REPUBLIC,,
3778,CZCEK,CESKA KUBICE,CZECH REPUBLIC,,
3779,CZCHB,CHEB,CZECH REPUBLIC,,
3780,CZCHM,CHOMUTOV,CZECH REPUBLIC,,
3781,CZCHR,CHRUDIM,CZECH REPUBLIC,,
3782,CZCHT,CHOTEBUZ,CZECH REPUBLIC,,
3783,CZCKB,CESKE BUDEJOVICE,CZECH REPUBLIC,,
3784,CZCKR,CESKY KRUMLOV,CZECH REPUBLIC,,
3785,CZCLI,CESKA LIPA,CZECH REPUBLIC,,
3786,CZCTR,CESKA TREBOVA,CZECH REPUBLIC,,
3787,CZDBI,DUBI,CZECH REPUBLIC,,
3788,CZDCB,DECIN,CZECH REPUBLIC,,
3789,CZDDA,DOLNI DVORISTE,CZECH REPUBLIC,,
3790,CZDJE,DOBREJOVICE,CZECH REPUBLIC,,
3791,CZDLI,DOLNI LIPKA,CZECH REPUBLIC,,
3792,CZDOM,DOMAZLICE,CZECH REPUBLIC,,
3793,CZDVK,DVUR KRALOVE NAD LAB,CZECH REPUBLIC,,
3794,CZFOL,FOLMAVA,CZECH REPUBLIC,,
3795,CZFRM,FRYDEK - MISTEK,CZECH REPUBLIC,,
3796,CZFRY,FRYDLANT,CZECH REPUBLIC,,
3797,CZHAH,HORNI ADRSPACH,CZECH REPUBLIC,,
3798,CZHAT,HATE,CZECH REPUBLIC,,
3799,CZHBC,HORNI BECVA,CZECH REPUBLIC,,
3800,CZHDA,HORNI DVORISTE,CZECH REPUBLIC,,
3801,CZHEA,HEVLIN,CZECH REPUBLIC,,
3802,CZHKR,HRADEC KRALOVE,CZECH REPUBLIC,,
3803,CZHLD,HORNI LIDEC,CZECH REPUBLIC,,
3804,CZHLM,HALAMKY,CZECH REPUBLIC,,
3805,CZHLN,HLINSKO,CZECH REPUBLIC,,
3806,CZHOD,HODONIN,CZECH REPUBLIC,,
3807,CZHOL,HOLESOV,CZECH REPUBLIC,,
3808,CZHOS,HORA SV.SEBESTIANA,CZECH REPUBLIC,,
3809,CZHSA,HRENSKO,CZECH REPUBLIC,,
3810,CZHVA,HARRACHOV,CZECH REPUBLIC,,
3811,CZHVB,HAVLICKUV BROD,CZECH REPUBLIC,,
3812,CZICE,IVANCICE,CZECH REPUBLIC,,
3813,CZJAR,JAROMER (VYCHODOLESK,CZECH REPUBLIC,,
3814,CZJBC,JABLONEC NAD NISOU,CZECH REPUBLIC,,
3815,CZJBV,JABLUNKOV,CZECH REPUBLIC,,
3816,CZJHV,JIHLAVA,CZECH REPUBLIC,,
3817,CZJIC,JICIN,CZECH REPUBLIC,,
3818,CZJNH,JINDRICHUV HRADEC,CZECH REPUBLIC,,
3819,CZJRA,JIRIKOV,CZECH REPUBLIC,,
3820,CZJSN,JESENIK,CZECH REPUBLIC,,
3821,CZKAP,KAPLICE,CZECH REPUBLIC,,
3822,CZKLC,KLICANY,CZECH REPUBLIC,,
3823,CZKLD,KLADNO,CZECH REPUBLIC,,
3824,CZKLK,KRALIKY,CZECH REPUBLIC,,
3825,CZKLN,KOLIN,CZECH REPUBLIC,,
3826,CZKLV,KARLOVY VARY,CZECH REPUBLIC,,
3827,CZKMR,KROMERIZ,CZECH REPUBLIC,,
3828,CZKOP,KOPRIVNICE,CZECH REPUBLIC,,
3829,CZKRL,KRALOVEC,CZECH REPUBLIC,,
3830,CZKRN,KRNOV,CZECH REPUBLIC,,
3831,CZKRV,KARVINA,CZECH REPUBLIC,,
3832,CZKTV,KLATOVY,CZECH REPUBLIC,,
3833,CZKUH,KUTNA HORA,CZECH REPUBLIC,,
3834,CZKUR,KURIM,CZECH REPUBLIC,,
3835,CZLBR,LIBEREC,CZECH REPUBLIC,,
3836,CZLCH,LICHKOV,CZECH REPUBLIC,,
3837,CZLIS,LISKOVA U NEMANIC,CZECH REPUBLIC,,
3838,CZLMS,LITOMYSL,CZECH REPUBLIC,,
3839,CZLTC,LITOMERICE,CZECH REPUBLIC,,
3840,CZLVC,LOVOSICE,CZECH REPUBLIC,,
3841,CZLZH,LANZHOT,CZECH REPUBLIC,,
3842,CZMBV,MLADA BOLESLAV,CZECH REPUBLIC,,
3843,CZMCA,MIKULOVICE,CZECH REPUBLIC,,
3844,CZMEL,MELNIK,CZECH REPUBLIC,,
3845,CZMHL,MOHELNICE,CZECH REPUBLIC,,
3846,CZMIL,MILEVSKO,CZECH REPUBLIC,,
3847,CZMJB,MOSTY U JABLUNKOVA,CZECH REPUBLIC,,
3848,CZMKA,MARIANSKE LAZNE,CZECH REPUBLIC,,
3849,CZMKL,MIKULOV,CZECH REPUBLIC,,
3850,CZMLN,MILIN,CZECH REPUBLIC,,
3851,CZMMN,MIMON,CZECH REPUBLIC,,
3852,CZMST,MOST,CZECH REPUBLIC,,
3853,CZMZA,MEZIMESTI,CZECH REPUBLIC,,
3854,CZNAA,NACHOD,CZECH REPUBLIC,,
3855,CZNCA,NOVA BYSTRICE,CZECH REPUBLIC,,
3856,CZNED,NEDASOVA LHOTA,CZECH REPUBLIC,,
3857,CZNEJ,NEJDEK,CZECH REPUBLIC,,
3858,CZNJC,NOVY JICIN,CZECH REPUBLIC,,
3859,CZNMB,NYMBURK,CZECH REPUBLIC,,
3860,CZNOB,NOVY BOR,CZECH REPUBLIC,,
3861,CZNVS,NOSOVICE,CZECH REPUBLIC,,
3862,CZODY,ODRY,CZECH REPUBLIC,,
3863,CZOHA,POMEZI NAD OHRI,CZECH REPUBLIC,,
3864,CZOLO,OLOMOUC,CZECH REPUBLIC,,
3865,CZOPA,OPAVA,CZECH REPUBLIC,,
3866,CZOSR,OSTRAVA,CZECH REPUBLIC,,
3867,CZOTC,OTROKOVICE,CZECH REPUBLIC,,
3868,CZPEL,PELHRIMOV,CZECH REPUBLIC,,
3869,CZPKA,PETROVICE U KARVINE,CZECH REPUBLIC,,
